2022-04-10 14:17:10.573 [main] INFO  App - Starting App using Java 17.0.2 on sakurasawahina with PID 5428 (D:\Idea-Project\magicbazaar\magicbazaar-web\target\classes started by sakurasawahina in D:\Idea-Project\magicbazaar)
2022-04-10 14:17:10.577 [main] INFO  App - No active profile set, falling back to default profiles: default
2022-04-10 14:17:12.959 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-04-10 14:17:12.961 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-04-10 14:17:12.997 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2022-04-10 14:17:13.894 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2022-04-10 14:17:13.903 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2022-04-10 14:17:13.904 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-04-10 14:17:13.904 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.55]
2022-04-10 14:17:14.012 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-04-10 14:17:14.012 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3388 ms
2022-04-10 14:17:14.165 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2022-04-10 14:17:14.307 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2022-04-10 14:17:17.544 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2022-04-10 14:17:17.577 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2022-04-10 14:17:17.589 [main] INFO  App - Started App in 7.672 seconds (JVM running for 13.472)
2022-04-10 14:17:24.648 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-04-10 14:17:24.649 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2022-04-10 14:17:24.650 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2022-04-10 14:17:24.730 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - ===============log start===============
2022-04-10 14:17:24.730 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - verify:success
2022-04-10 14:17:24.731 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - time:2022-04-10T14:17:24.731346
2022-04-10 14:17:24.732 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - method:com.a243.magicbazaar.controller.TokenController.login()
2022-04-10 14:17:24.774 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - param:[null]
2022-04-10 14:17:24.774 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - result:backstage/login
2022-04-10 14:17:24.774 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - execution time:5ms
2022-04-10 14:17:24.774 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - ===============log end===============
2022-04-10 14:17:24.850 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.WebLogAspect - {"method":"GET","uri":"/admin/login","url":"http://localhost:8080/admin/login","result":"backstage/login","basePath":"http://localhost:8080/admin/login","startTime":1649571444723,"spendTime":51}
2022-04-10 14:17:25.392 [http-nio-8080-exec-8] INFO  com.a243.magicbazaar.config.log.LogAspect - ===============log start===============
2022-04-10 14:17:25.392 [http-nio-8080-exec-8] INFO  com.a243.magicbazaar.config.log.LogAspect - verify:success
2022-04-10 14:17:25.392 [http-nio-8080-exec-8] INFO  com.a243.magicbazaar.config.log.LogAspect - time:2022-04-10T14:17:25.392803500
2022-04-10 14:17:25.392 [http-nio-8080-exec-8] INFO  com.a243.magicbazaar.config.log.LogAspect - method:com.a243.magicbazaar.controller.UrlController.notFoundPage()
2022-04-10 14:17:25.392 [http-nio-8080-exec-8] INFO  com.a243.magicbazaar.config.log.LogAspect - param:[]
2022-04-10 14:17:25.392 [http-nio-8080-exec-8] INFO  com.a243.magicbazaar.config.log.LogAspect - result:backstage/404
2022-04-10 14:17:25.392 [http-nio-8080-exec-8] INFO  com.a243.magicbazaar.config.log.LogAspect - execution time:3ms
2022-04-10 14:17:25.392 [http-nio-8080-exec-8] INFO  com.a243.magicbazaar.config.log.LogAspect - ===============log end===============
2022-04-10 14:17:25.393 [http-nio-8080-exec-8] INFO  com.a243.magicbazaar.config.log.WebLogAspect - {"method":"GET","uri":"/url/404","url":"http://localhost:8080/url/404","result":"backstage/404","basePath":"http://localhost:8080/url/404","startTime":1649571445389,"spendTime":3}
2022-04-10 14:17:38.349 [http-nio-8080-exec-10] INFO  com.a243.magicbazaar.config.log.LogAspect - ===============log start===============
2022-04-10 14:17:38.349 [http-nio-8080-exec-10] INFO  com.a243.magicbazaar.config.log.LogAspect - verify:success
2022-04-10 14:17:38.349 [http-nio-8080-exec-10] INFO  com.a243.magicbazaar.config.log.LogAspect - time:2022-04-10T14:17:38.349313
2022-04-10 14:17:38.349 [http-nio-8080-exec-10] INFO  com.a243.magicbazaar.config.log.LogAspect - method:com.a243.magicbazaar.controller.TokenController.tokenLogin()
2022-04-10 14:17:38.366 [http-nio-8080-exec-10] INFO  com.a243.magicbazaar.config.log.LogAspect - param:[{"password":"123456","username":"3304079457"},"on",null,null]
2022-04-10 14:17:38.366 [http-nio-8080-exec-10] INFO  com.a243.magicbazaar.config.log.LogAspect - result:Result(success=false, code=10004, msg=账号或者密码错误, count=null, data=null)
2022-04-10 14:17:38.370 [http-nio-8080-exec-10] INFO  com.a243.magicbazaar.config.log.LogAspect - execution time:62ms
2022-04-10 14:17:38.370 [http-nio-8080-exec-10] INFO  com.a243.magicbazaar.config.log.LogAspect - ===============log end===============
2022-04-10 14:17:38.371 [http-nio-8080-exec-10] INFO  com.a243.magicbazaar.config.log.WebLogAspect - {"method":"POST","uri":"/admin/token/login","url":"http://localhost:8080/admin/token/login","result":{"msg":"账号或者密码错误","code":10004,"success":false},"basePath":"http://localhost:8080/admin/token/login","startTime":1649571458287,"spendTime":83}
2022-04-10 14:17:49.732 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - ===============log start===============
2022-04-10 14:17:49.732 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - verify:success
2022-04-10 14:17:49.732 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - time:2022-04-10T14:17:49.732893300
2022-04-10 14:17:49.733 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - method:com.a243.magicbazaar.controller.TokenController.tokenLogin()
2022-04-10 14:17:49.733 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - param:[{"password":"1234567","username":"3304079457"},"on",null,null]
2022-04-10 14:17:49.733 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - result:Result(success=true, code=1000, msg=登陆成功, count=null, data=null)
2022-04-10 14:17:49.733 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - execution time:652ms
2022-04-10 14:17:49.733 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.LogAspect - ===============log end===============
2022-04-10 14:17:49.733 [http-nio-8080-exec-1] INFO  com.a243.magicbazaar.config.log.WebLogAspect - {"method":"POST","uri":"/admin/token/login","url":"http://localhost:8080/admin/token/login","result":{"msg":"登陆成功","code":1000,"success":true},"basePath":"http://localhost:8080/admin/token/login","startTime":1649571469080,"spendTime":653}
2022-04-10 14:17:54.042 [http-nio-8080-exec-3] INFO  c.a.m.config.handler.interceptor.StaffInterceptor - ===============request start===============
2022-04-10 14:17:54.043 [http-nio-8080-exec-3] INFO  c.a.m.config.handler.interceptor.StaffInterceptor - request ip:0:0:0:0:0:0:0:1
2022-04-10 14:17:54.043 [http-nio-8080-exec-3] INFO  c.a.m.config.handler.interceptor.StaffInterceptor - request uri:/admin/index
2022-04-10 14:17:54.043 [http-nio-8080-exec-3] INFO  c.a.m.config.handler.interceptor.StaffInterceptor - request method:GET
2022-04-10 14:17:54.043 [http-nio-8080-exec-3] INFO  c.a.m.config.handler.interceptor.StaffInterceptor - token:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MSwiZXhwIjoxNjU0NzU1NDY5LCJpYXQiOjE2NDk1NzE0Njl9.Off1sreX08S3WAIEREBo7M-WvfogwepTaIcBOKnrg4o
2022-04-10 14:17:54.043 [http-nio-8080-exec-3] INFO  c.a.m.config.handler.interceptor.StaffInterceptor - ===============request end===============
2022-04-10 14:17:54.083 [http-nio-8080-exec-3] INFO  com.a243.magicbazaar.config.log.LogAspect - ===============log start===============
2022-04-10 14:17:54.083 [http-nio-8080-exec-3] INFO  com.a243.magicbazaar.config.log.LogAspect - verify:success
2022-04-10 14:17:54.083 [http-nio-8080-exec-3] INFO  com.a243.magicbazaar.config.log.LogAspect - time:2022-04-10T14:17:54.083843
2022-04-10 14:17:54.084 [http-nio-8080-exec-3] INFO  com.a243.magicbazaar.config.log.LogAspect - method:com.a243.magicbazaar.controller.TokenController.index()
2022-04-10 14:17:54.084 [http-nio-8080-exec-3] INFO  com.a243.magicbazaar.config.log.LogAspect - param:[]
2022-04-10 14:17:54.084 [http-nio-8080-exec-3] INFO  com.a243.magicbazaar.config.log.LogAspect - result:backstage/admin/index
2022-04-10 14:17:54.084 [http-nio-8080-exec-3] INFO  com.a243.magicbazaar.config.log.LogAspect - execution time:0ms
2022-04-10 14:17:54.084 [http-nio-8080-exec-3] INFO  com.a243.magicbazaar.config.log.LogAspect - ===============log end===============
